consumption_log_cycle,cpi_log_cycle,gdp_log_cycle,interest_rate_cycle,investment_log_cycle,real_wages_log_cycle,hours_log_cycle,tfp_proxy_log_cycle,inflation_yoy_cycle
0.543845889787645,0.712638830937779,0.590548226102517,0.900362569888526,0.745048484140059,0.756601928503365,0.768390621305304,0.38912299879478,0.612336570711401
