consumption_log_cycle,cpi_log_cycle,gdp_log_cycle,interest_rate_cycle,investment_log_cycle,real_wages_log_cycle,hours_log_cycle,tfp_proxy_log_cycle,inflation_yoy_cycle
1,2.51573342576673,1.73388470194169,2.29104872954079,0.470621095929861,1.21800070319244,1.61732001277284,2.09311063297406,2.27119307399678
0.397498395401423,1,0.689216386832896,0.910688193778934,0.187071130474179,0.484153325116798,0.642882109927812,0.832008118004845,0.902795602560544
0.576739617622874,1.45092313401779,1,1.32133856823073,0.271425830911846,0.702469259823597,0.932772525740427,1.20717982610383,1.30988702504462
0.436481331499411,1.09807067537624,0.756808303369968,1,0.205417322583178,0.531634568696654,0.705929992635733,0.913603716056092,0.991333377030354
2.12485162405264,5.34556025542395,3.68424772484083,4.8681386137485,1,2.58807077227571,3.4365650557532,4.44754952779678,4.82594829181917
0.821017588396258,2.06546139027086,1.42354983654533,1.88099130282589,0.386388197228738,1,1.32784817655176,1.71848064413093,1.86468946039512
0.618306823697517,1.5554951437555,1.07207274271528,1.4165710628986,0.290988234989437,0.753098146052257,1,1.29418458712169,1.40429417558675
0.477757832885843,1.20191134961279,0.828376997673576,1.09456647606127,0.224842914901811,0.581909376410651,0.772687304385254,1,1.08508028109804
0.440297221512846,1.10767043743208,0.763424616688554,1.00874238996735,0.207213160923248,0.536282325416322,0.712101507921,0.921590796017471,1
