consumption_log_cycle,cpi_log_cycle,gdp_log_cycle,interest_rate_cycle,investment_log_cycle,real_wages_log_cycle,hours_log_cycle,tfp_proxy_log_cycle,inflation_yoy_cycle
2.22693376418538,0.885202597928942,1.28436092762775,0.972015014552633,4.73190382548698,1.82835178858969,1.37692834231822,1.06393504915752,0.980512748863968
